Donation_ID,Donor_ID,Food_Category,Quantity_KG,Donation_Date,Pickup_Location,Pickup_Time,Expiry_Hours,Status,Estimated_Meals,Status_Clean,NGO_ID,Delivery_Status,Claim_Date,Claim_Count,Total_Claimed_KG,Delivered_Claim_Count,Delivered_Quantity_KG,Average_Pickup_Delay_Min,Donor_Name,Donor_Type,City,NGO_Name,City_NGO,Service_Area,Beneficiaries_Served_Monthly,Volunteer_Count,Active,Month,Year
DON612054,DNR508019,Snacks,39.77,2026-03-05,Mumbai,Afternoon,2.0,Picked Up,87,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8020,Hotel,Remote,,,,,,,2026-03,2026
DON617721,DNR511034,Dairy,21.44,2026-03-05,Hyderabad,Evening,32.1,Claimed,47,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11035,Grocery Store,Remote,,,,,,,2026-03,2026
DON600362,DNR508581,Catering Surplus,2.84,2026-03-06,Chennai,Afternoon,2.0,Picked Up,6,picked up,NGO707921,Picked Up,2026-01-06,1.0,48.75,0.0,0.0,37.0,Donor 8582,Event,Ahmedabad,Community NGO 7922,Ahmedabad,Central,1391.0,21.0,Yes,2026-03,2026
DON601548,DNR502433,Fruits & Vegetables,32.0,2026-03-06,Kolkata,Afternoon,10.9,Delivered,70,delivered,NGO700098,Requested,2026-06-23,1.0,55.85,0.0,0.0,74.0,Donor 2434,Bakery,Kolkata,Community NGO 99,Mumbai,West,2020.0,59.0,Yes,2026-03,2026
DON618648,DNR502958,Snacks,7.45,2026-03-06,Delhi NCR,Morning,22.2,Delivered,16,delivered,NGO704613,Delivered,2026-03-14,1.0,18.12,1.0,18.12,32.0,Donor 2959,Household,Ahmedabad,Community NGO 4614,Kolkata,North,1198.0,18.0,Yes,2026-03,2026
DON614708,DNR500468,Catering Surplus,11.24,2026-03-06,Kolkata,Morning,22.7,Expired,25,expired,,No Claim,,0.0,0.0,0.0,0.0,,Donor 469,Event,Chennai,,,,,,,2026-03,2026
DON609600,DNR502941,Beverages,22.04,2026-03-06,Mumbai,Night,21.9,Claimed,48,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 2942,Restaurant,Kolkata,,,,,,,2026-03,2026
DON611299,DNR509092,Cooked Meals,19.2,2026-03-06,Ahmedabad,Morning,25.4,Available,42,available,NGO702619,Delivered,2026-05-12,2.0,15.48,2.0,15.48,52.5,Donor 9093,Household,Kolkata,Community NGO 2620,Chennai,Citywide,1421.0,18.0,Yes,2026-03,2026
DON613497,DNR504676,Fruits & Vegetables,18.53,2026-03-06,Chennai,Evening,23.6,Delivered,41,delivered,NGO701992,Delivered,2026-07-13,1.0,29.79,1.0,29.79,37.0,Donor 4677,Restaurant,Jaipur,Community NGO 1993,Remote,Citywide,444.0,19.0,Yes,2026-03,2026
DON600355,DNR503617,Catering Surplus,17.02,2026-03-06,Kolkata,Morning,19.7,Picked Up,37,picked up,NGO709737,Delivered,2026-01-27,2.0,27.200000000000003,2.0,27.200000000000003,34.0,Donor 3618,Household,Mumbai,Community NGO 9738,Remote,Central,1670.0,73.0,Yes,2026-03,2026
DON610466,DNR504998,Cooked Meals,20.87,2026-03-06,Remote,Afternoon,12.6,Wasted,46,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4999,Hotel,Mumbai,,,,,,,2026-03,2026
DON601999,DNR503086,Bakery,15.01,2026-03-06,Hyderabad,Afternoon,10.3,Delivered,33,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3087,Hotel,Mumbai,,,,,,,2026-03,2026
DON604398,DNR507721,Fruits & Vegetables,32.54,2026-03-06,Chennai,Night,13.3,Delivered,72,delivered,NGO701057,Delivered,2026-05-24,1.0,14.51,1.0,14.51,87.0,Donor 7722,Household,Remote,Community NGO 1058,Pune,South,2546.0,51.0,Yes,2026-03,2026
DON614663,DNR509658,Bakery,11.34,2026-03-06,Kolkata,Evening,9.5,Delivered,25,delivered,NGO701796,Assigned,2026-08-06,3.0,58.76,1.0,23.43,13.666666666666666,Donor 9659,Restaurant,Bengaluru,Community NGO 1797,Delhi NCR,West,1908.0,56.0,Yes,2026-03,2026
DON600340,DNR503053,Bakery,46.28,2026-03-06,Mumbai,Evening,28.1,Picked Up,102,picked up,NGO700235,Assigned,2026-01-03,1.0,10.55,0.0,0.0,33.0,Donor 3054,Household,Mumbai,Community NGO 236,Chennai,South,1723.0,56.0,No,2026-03,2026
DON604947,DNR500645,Packaged Food,24.08,2026-03-06,Kolkata,Evening,14.3,Delivered,53,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 646,Restaurant,Chennai,,,,,,,2026-03,2026
DON617530,DNR506766,Beverages,18.5,2026-03-06,Pune,Morning,23.6,Delivered,41,delivered,NGO703646,Requested,2026-01-22,1.0,22.39,0.0,0.0,37.0,Donor 6767,Event,Remote,Community NGO 3647,Bengaluru,Central,2186.0,6.0,Yes,2026-03,2026
DON608341,DNR504605,Rice & Grains,9.94,2026-03-06,Mumbai,Evening,18.3,Delivered,22,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4606,Event,Mumbai,,,,,,,2026-03,2026
DON608333,DNR507611,Fruits & Vegetables,5.53,2026-03-06,Delhi NCR,Afternoon,15.6,Expired,12,expired,NGO701045,Delivered,2026-06-11,1.0,3.02,1.0,3.02,27.0,Donor 7612,Bakery,Delhi NCR,Community NGO 1046,Jaipur,Citywide,2895.0,16.0,Yes,2026-03,2026
DON605634,DNR500023,Snacks,14.08,2026-03-06,Jaipur,Afternoon,29.1,Delivered,31,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 24,Event,Kolkata,,,,,,,2026-03,2026
DON600009,DNR510118,Packaged Food,4.44,2026-03-06,Ahmedabad,Afternoon,34.1,Claimed,10,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10119,Grocery Store,Chennai,,,,,,,2026-03,2026
DON614341,DNR506655,Fruits & Vegetables,22.55,2026-03-06,Hyderabad,Morning,27.3,Claimed,50,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6656,Restaurant,Ahmedabad,,,,,,,2026-03,2026
DON600037,DNR510690,Catering Surplus,7.9,2026-03-06,Mumbai,Evening,10.8,Delivered,17,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10691,Restaurant,Mumbai,,,,,,,2026-03,2026
DON610658,DNR507348,Bakery,22.1,2026-03-06,Hyderabad,Morning,15.1,Delivered,49,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7349,Cafeteria,Kolkata,,,,,,,2026-03,2026
DON614443,DNR510409,Fruits & Vegetables,32.38,2026-03-06,Hyderabad,Afternoon,22.1,Delivered,71,delivered,NGO707094,Assigned,2026-04-29,1.0,15.76,0.0,0.0,65.0,Donor 10410,Restaurant,Mumbai,Community NGO 7095,Delhi NCR,Central,80.0,8.0,Yes,2026-03,2026
DON610854,DNR511701,Cooked Meals,33.53,2026-03-06,Kolkata,Evening,28.4,Delivered,74,delivered,NGO707184,Requested,2026-05-12,2.0,41.14,1.0,8.12,34.0,Donor 11702,Grocery Store,Hyderabad,Community NGO 7185,Bengaluru,West,2813.0,7.0,Yes,2026-03,2026
DON609039,DNR511256,Fruits & Vegetables,7.36,2026-03-06,Jaipur,Morning,8.0,Delivered,16,delivered,NGO702079,Assigned,2026-03-12,2.0,74.16,0.0,0.0,48.0,Donor 11257,Restaurant,Chennai,Community NGO 2080,Remote,North,894.0,56.0,Yes,2026-03,2026
DON616304,DNR511336,Beverages,8.01,2026-03-06,Ahmedabad,Afternoon,10.8,Claimed,18,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11337,Restaurant,Jaipur,,,,,,,2026-03,2026
DON608107,DNR505561,Cooked Meals,11.2,2026-03-06,Remote,Night,14.7,Claimed,25,claimed,NGO709456,Delivered,2026-04-19,2.0,23.2,2.0,23.2,10.0,Donor 5562,Grocery Store,Ahmedabad,Community NGO 9457,Hyderabad,Citywide,1361.0,66.0,Yes,2026-03,2026
DON604932,DNR505554,Fruits & Vegetables,23.0,2026-03-06,Remote,Night,19.3,Delivered,51,delivered,NGO705227,Delivered,2026-06-09,1.0,16.51,1.0,16.51,16.0,Donor 5555,Restaurant,Chennai,Community NGO 5228,Hyderabad,North,2313.0,70.0,No,2026-03,2026
DON601689,DNR507545,Cooked Meals,23.68,2026-03-06,Jaipur,Evening,29.9,Picked Up,52,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7546,Restaurant,Kolkata,,,,,,,2026-03,2026
DON617357,DNR501619,Other,13.92,2026-03-06,Delhi NCR,Afternoon,10.6,Picked Up,31,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1620,Cafeteria,Kolkata,,,,,,,2026-03,2026
DON601688,DNR501242,Dairy,21.64,2026-03-06,Bengaluru,Afternoon,15.4,Wasted,48,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1243,Cafeteria,Hyderabad,,,,,,,2026-03,2026
DON603054,DNR507885,Catering Surplus,16.99,2026-03-06,Delhi NCR,Night,2.0,Picked Up,37,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7886,Grocery Store,Pune,,,,,,,2026-03,2026
DON604464,DNR503008,Snacks,12.83,2026-03-06,Mumbai,Afternoon,26.1,Expired,28,expired,NGO707764,Delivered,2026-03-17,1.0,4.37,1.0,4.37,44.0,Donor 3009,Household,Remote,Community NGO 7765,Kolkata,Central,1416.0,29.0,Yes,2026-03,2026
DON614574,DNR510383,Cooked Meals,28.27,2026-03-06,Pune,Evening,18.4,Picked Up,62,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 10384,Cafeteria,Bengaluru,,,,,,,2026-03,2026
DON606711,DNR508915,Dairy,21.16,2026-03-06,Ahmedabad,Evening,13.7,Delivered,47,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8916,Grocery Store,Jaipur,,,,,,,2026-03,2026
DON606119,DNR503479,Bakery,19.98,2026-03-06,Mumbai,Evening,19.3,Picked Up,44,picked up,NGO703569,Picked Up,2026-02-01,3.0,85.99,0.0,0.0,17.0,Donor 3480,Hotel,Kolkata,Community NGO 3570,Chennai,Citywide,2582.0,13.0,Yes,2026-03,2026
DON605499,DNR509538,Fruits & Vegetables,8.11,2026-03-06,Remote,Evening,8.8,Delivered,18,delivered,NGO708210,Delivered,2026-03-23,2.0,22.299999999999997,2.0,22.299999999999997,27.0,Donor 9539,Restaurant,Hyderabad,Community NGO 8211,Ahmedabad,Citywide,92.0,18.0,Yes,2026-03,2026
DON604431,DNR506872,Fruits & Vegetables,14.55,2026-03-06,Delhi NCR,Evening,32.2,Delivered,32,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6873,Restaurant,Remote,,,,,,,2026-03,2026
DON615976,DNR507716,Packaged Food,14.33,2026-03-06,Delhi NCR,Afternoon,2.0,Available,32,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7717,Cafeteria,Bengaluru,,,,,,,2026-03,2026
DON600647,DNR504135,Rice & Grains,18.3,2026-03-06,Jaipur,Morning,13.8,Delivered,40,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4136,Restaurant,Pune,,,,,,,2026-03,2026
DON611856,DNR510324,Cooked Meals,26.82,2026-03-06,Pune,Evening,4.2,Delivered,59,delivered,NGO706817,Delivered,2026-07-18,1.0,10.17,1.0,10.17,56.0,Donor 10325,Cafeteria,Ahmedabad,Community NGO 6818,Bengaluru,South,952.0,35.0,Yes,2026-03,2026
DON603432,DNR505099,Fruits & Vegetables,25.08,2026-03-06,Kolkata,Evening,3.1,Delivered,55,delivered,NGO706236,Requested,2026-08-08,2.0,62.6,1.0,17.97,5.5,Donor 5100,Household,Remote,Community NGO 6237,Kolkata,West,2277.0,74.0,Yes,2026-03,2026
DON607689,DNR503062,Cooked Meals,35.77,2026-03-06,Ahmedabad,Afternoon,17.5,Wasted,79,wasted,NGO709411,Delivered,2026-01-06,1.0,6.41,1.0,6.41,36.0,Donor 3063,Cafeteria,Bengaluru,Community NGO 9412,Kolkata,Citywide,1316.0,58.0,No,2026-03,2026
DON618512,DNR500674,Fruits & Vegetables,29.07,2026-03-06,Kolkata,Evening,18.2,Picked Up,64,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 675,Cafeteria,Mumbai,,,,,,,2026-03,2026
DON609976,DNR503050,Dairy,17.62,2026-03-06,Ahmedabad,Morning,16.0,Delivered,39,delivered,NGO704756,Delivered,2026-02-10,1.0,32.74,1.0,32.74,42.0,Donor 3051,Cafeteria,Bengaluru,Community NGO 4757,Ahmedabad,West,2588.0,33.0,Yes,2026-03,2026
DON605718,DNR502618,Fruits & Vegetables,18.92,2026-03-06,Delhi NCR,Night,27.3,Delivered,42,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 2619,Cafeteria,Chennai,,,,,,,2026-03,2026
DON614893,DNR508642,Rice & Grains,19.01,2026-03-06,Bengaluru,Evening,21.1,Delivered,42,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8643,Grocery Store,Ahmedabad,,,,,,,2026-03,2026
DON607080,DNR502214,Dairy,11.44,2026-03-06,Mumbai,Afternoon,12.9,Picked Up,25,picked up,NGO702323,Cancelled,2026-05-27,1.0,21.35,0.0,0.0,77.0,Donor 2215,Restaurant,Kolkata,Community NGO 2324,Ahmedabad,South,2392.0,39.0,No,2026-03,2026
DON601877,DNR504840,Cooked Meals,33.41,2026-03-06,Mumbai,Afternoon,14.1,Delivered,74,delivered,NGO708943,Delivered,2026-02-11,1.0,14.97,1.0,14.97,67.0,Donor 4841,Restaurant,Mumbai,Community NGO 8944,Hyderabad,North,2224.0,49.0,Yes,2026-03,2026
DON611367,DNR511767,Rice & Grains,13.55,2026-03-06,Hyderabad,Evening,16.9,Claimed,30,claimed,NGO709334,Requested,2026-01-14,1.0,6.51,0.0,0.0,23.0,Donor 11768,Household,Chennai,Community NGO 9335,Remote,South,625.0,57.0,No,2026-03,2026
DON607122,DNR501134,Dairy,27.29,2026-03-06,Pune,Morning,7.3,Picked Up,60,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1135,Cafeteria,Bengaluru,,,,,,,2026-03,2026
DON603751,DNR508381,Packaged Food,29.15,2026-03-06,Jaipur,Evening,24.1,Delivered,64,delivered,NGO708491,Picked Up,2026-06-24,3.0,78.12,2.0,57.650000000000006,34.666666666666664,Donor 8382,Grocery Store,Kolkata,Community NGO 8492,Jaipur,West,277.0,32.0,Yes,2026-03,2026
DON612908,DNR511798,Catering Surplus,14.51,2026-03-06,Bengaluru,Evening,24.6,Delivered,32,delivered,NGO709071,Picked Up,2026-02-16,1.0,12.07,0.0,0.0,59.0,Donor 11799,Cafeteria,Kolkata,Community NGO 9072,Chennai,South,1497.0,15.0,Yes,2026-03,2026
DON605774,DNR501190,Other,47.59,2026-03-06,Jaipur,Afternoon,22.0,Wasted,105,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 1191,Hotel,Mumbai,,,,,,,2026-03,2026
DON605196,DNR508133,Cooked Meals,11.12,2026-03-06,Hyderabad,Afternoon,2.0,Delivered,24,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 8134,Household,Chennai,,,,,,,2026-03,2026
DON600871,DNR503129,Dairy,36.53,2026-03-06,Remote,Evening,14.0,Picked Up,80,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3130,Bakery,Pune,,,,,,,2026-03,2026
DON609910,DNR506898,Catering Surplus,54.55,2026-03-06,Delhi NCR,Afternoon,31.0,Picked Up,120,picked up,NGO707042,Delivered,2026-02-22,1.0,15.66,1.0,15.66,50.0,Donor 6899,Event,Ahmedabad,Community NGO 7043,Remote,East,823.0,16.0,Yes,2026-03,2026
DON611981,DNR507974,Cooked Meals,25.12,2026-03-06,Pune,Evening,14.8,Delivered,55,delivered,NGO705279,Picked Up,2026-06-08,1.0,25.87,0.0,0.0,26.0,Donor 7975,Restaurant,Mumbai,Community NGO 5280,Mumbai,East,894.0,3.0,Yes,2026-03,2026
DON600832,DNR509271,Fruits & Vegetables,27.17,2026-03-06,Ahmedabad,Evening,10.1,Picked Up,60,picked up,NGO709293,Requested,2026-07-27,2.0,27.47,1.0,14.29,37.5,Donor 9272,Cafeteria,Kolkata,Community NGO 9294,Jaipur,North,2544.0,13.0,Yes,2026-03,2026
DON605220,DNR507890,Cooked Meals,24.5,2026-03-06,Mumbai,Morning,22.3,Available,54,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7891,Cafeteria,Bengaluru,,,,,,,2026-03,2026
DON618472,DNR504597,Bakery,36.83,2026-03-06,Chennai,Afternoon,30.7,Claimed,81,claimed,NGO702591,Delivered,2026-05-28,1.0,7.91,1.0,7.91,53.0,Donor 4598,Cafeteria,Chennai,Community NGO 2592,Ahmedabad,East,899.0,4.0,Yes,2026-03,2026
DON616154,DNR511117,Cooked Meals,16.06,2026-03-06,Chennai,Evening,10.5,Delivered,35,delivered,NGO703919,Picked Up,2026-01-20,1.0,23.95,0.0,0.0,18.0,Donor 11118,Grocery Store,Remote,Community NGO 3920,Pune,West,2104.0,17.0,Yes,2026-03,2026
DON603720,DNR502663,Dairy,15.42,2026-03-06,Hyderabad,Afternoon,30.8,Delivered,34,delivered,NGO703463,Picked Up,2026-06-12,2.0,28.1,0.0,0.0,36.0,Donor 2664,Restaurant,Kolkata,Community NGO 3464,Mumbai,North,2142.0,14.0,Yes,2026-03,2026
DON605810,DNR500520,Bakery,34.72,2026-03-06,Ahmedabad,Evening,30.1,Delivered,76,delivered,NGO705928,Assigned,2026-06-05,1.0,33.14,0.0,0.0,118.0,Donor 521,Hotel,Hyderabad,Community NGO 5929,Delhi NCR,North,671.0,44.0,Yes,2026-03,2026
DON607899,DNR503689,Beverages,7.22,2026-03-06,Ahmedabad,Evening,10.9,Delivered,16,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3690,Restaurant,Delhi NCR,,,,,,,2026-03,2026
DON612407,DNR506681,Bakery,21.53,2026-03-06,Jaipur,Afternoon,13.1,Picked Up,47,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6682,Household,Delhi NCR,,,,,,,2026-03,2026
DON617665,DNR508833,Dairy,18.41,2026-03-06,Ahmedabad,Evening,14.6,Available,41,available,NGO703636,Delivered,2026-08-01,1.0,21.9,1.0,21.9,45.0,Donor 8834,Household,Jaipur,Community NGO 3637,Chennai,East,770.0,16.0,Yes,2026-03,2026
DON601508,DNR509754,Bakery,5.04,2026-03-06,Pune,Afternoon,2.0,Picked Up,11,picked up,NGO709669,Picked Up,2026-02-07,1.0,49.92,0.0,0.0,27.0,Donor 9755,Restaurant,Remote,Community NGO 9670,Ahmedabad,West,1174.0,45.0,No,2026-03,2026
DON619381,DNR511720,Catering Surplus,21.75,2026-03-06,Kolkata,Night,21.1,Delivered,48,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 11721,Cafeteria,Jaipur,,,,,,,2026-03,2026
DON611488,DNR504719,Bakery,6.37,2026-03-06,Ahmedabad,Evening,14.0,Expired,14,expired,NGO702235,Requested,2026-01-13,1.0,29.52,0.0,0.0,13.0,Donor 4720,Bakery,Hyderabad,Community NGO 2236,Chennai,Citywide,1329.0,8.0,Yes,2026-03,2026
DON612242,DNR507506,Rice & Grains,19.13,2026-03-06,Ahmedabad,Night,2.0,Delivered,42,delivered,NGO702672,Picked Up,2026-06-14,1.0,7.93,0.0,0.0,27.0,Donor 7507,Household,Hyderabad,Community NGO 2673,Bengaluru,West,2139.0,58.0,Yes,2026-03,2026
DON612383,DNR501556,Catering Surplus,13.95,2026-03-06,Jaipur,Evening,14.9,Delivered,31,delivered,NGO708876,Picked Up,2026-07-05,1.0,27.44,0.0,0.0,5.0,Donor 1557,Grocery Store,Bengaluru,Community NGO 8877,Remote,East,1525.0,10.0,Yes,2026-03,2026
DON613280,DNR505273,Bakery,20.07,2026-03-06,Pune,Afternoon,27.6,Delivered,44,delivered,NGO700214,Requested,2026-07-13,1.0,19.68,0.0,0.0,24.0,Donor 5274,Hotel,Ahmedabad,Community NGO 215,Ahmedabad,East,2994.0,45.0,Yes,2026-03,2026
DON607866,DNR504849,Catering Surplus,35.53,2026-03-06,Jaipur,Evening,24.8,Picked Up,78,picked up,,No Claim,,0.0,0.0,0.0,0.0,,Donor 4850,Grocery Store,Ahmedabad,,,,,,,2026-03,2026
DON612290,DNR510264,Snacks,75.04,2026-03-06,Chennai,Evening,19.6,Delivered,165,delivered,NGO704505,Picked Up,2026-07-16,3.0,63.26,0.0,0.0,49.666666666666664,Donor 10265,Restaurant,Kolkata,Community NGO 4506,Mumbai,North,1721.0,29.0,Yes,2026-03,2026
DON608578,DNR503261,Beverages,24.32,2026-03-06,Kolkata,Evening,30.7,Delivered,54,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 3262,Cafeteria,Ahmedabad,,,,,,,2026-03,2026
DON615540,DNR511964,Snacks,13.52,2026-03-06,Jaipur,Evening,12.3,Picked Up,30,picked up,NGO703467,Cancelled,2026-03-29,1.0,21.38,0.0,0.0,69.0,Donor 11965,Hotel,Bengaluru,Community NGO 3468,Jaipur,Central,1129.0,39.0,Yes,2026-03,2026
DON619412,DNR504498,Fruits & Vegetables,19.22,2026-03-06,Jaipur,Morning,13.4,Delivered,42,delivered,NGO703401,Assigned,2026-05-02,1.0,9.27,0.0,0.0,79.0,Donor 4499,Restaurant,Remote,Community NGO 3402,Pune,South,729.0,61.0,Yes,2026-03,2026
DON613089,DNR503290,Fruits & Vegetables,32.04,2026-03-06,Kolkata,Night,22.8,Delivered,70,delivered,NGO709973,Picked Up,2026-05-29,2.0,16.08,1.0,4.52,20.0,Donor 3291,Hotel,Delhi NCR,Community NGO 9974,Kolkata,West,2568.0,32.0,Yes,2026-03,2026
DON600636,DNR510015,Dairy,27.33,2026-03-06,Ahmedabad,Afternoon,29.1,Delivered,60,delivered,NGO703161,Requested,2026-03-13,2.0,41.8,1.0,16.74,23.0,Donor 10016,Event,Kolkata,Community NGO 3162,Jaipur,North,2582.0,15.0,Yes,2026-03,2026
DON610292,DNR507050,Catering Surplus,35.02,2026-03-06,Delhi NCR,Evening,10.9,Available,77,available,NGO708366,Delivered,2026-06-29,1.0,11.74,1.0,11.74,99.0,Donor 7051,Restaurant,Pune,Community NGO 8367,Ahmedabad,Central,1876.0,62.0,Yes,2026-03,2026
DON609713,DNR507737,Rice & Grains,94.16,2026-03-06,Jaipur,Evening,15.2,Delivered,207,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 7738,Cafeteria,Chennai,,,,,,,2026-03,2026
DON606431,DNR506106,Dairy,39.56,2026-03-07,Kolkata,Morning,10.5,Delivered,87,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6107,Restaurant,Ahmedabad,,,,,,,2026-03,2026
DON609169,DNR505836,Packaged Food,13.1,2026-03-07,Chennai,Evening,16.5,Delivered,29,delivered,NGO708241,Assigned,2026-04-21,1.0,13.64,0.0,0.0,82.0,Donor 5837,Cafeteria,Mumbai,Community NGO 8242,Hyderabad,South,2157.0,37.0,Yes,2026-03,2026
DON617060,DNR507266,Bakery,28.93,2026-03-07,Bengaluru,Evening,18.5,Delivered,64,delivered,NGO700091,Delivered,2026-07-04,1.0,17.2,1.0,17.2,59.0,Donor 7267,Hotel,Mumbai,Community NGO 92,Delhi NCR,West,2759.0,65.0,Yes,2026-03,2026
DON603487,DNR506641,Fruits & Vegetables,23.19,2026-03-07,Ahmedabad,Afternoon,17.5,Available,51,available,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6642,Cafeteria,Mumbai,,,,,,,2026-03,2026
DON606518,DNR507786,Cooked Meals,10.77,2026-03-07,Mumbai,Evening,14.6,Delivered,24,delivered,NGO708610,Delivered,2026-01-25,1.0,30.04,1.0,30.04,42.0,Donor 7787,Household,Hyderabad,Community NGO 8611,Kolkata,West,2264.0,43.0,Yes,2026-03,2026
DON617631,DNR500551,Packaged Food,55.77,2026-03-07,Mumbai,Evening,6.8,Wasted,123,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 552,Restaurant,Remote,,,,,,,2026-03,2026
DON603092,DNR503518,Dairy,7.28,2026-03-07,Ahmedabad,Night,6.9,Delivered,16,delivered,NGO701742,Delivered,2026-07-31,1.0,25.68,1.0,25.68,108.0,Donor 3519,Event,Kolkata,Community NGO 1743,Chennai,Central,2641.0,66.0,Yes,2026-03,2026
DON604069,DNR502846,Bakery,6.53,2026-03-07,Bengaluru,Afternoon,2.0,Available,14,available,NGO707724,Picked Up,2026-06-20,1.0,54.06,0.0,0.0,75.0,Donor 2847,Event,Ahmedabad,Community NGO 7725,Pune,East,851.0,22.0,Yes,2026-03,2026
DON607503,DNR500958,Packaged Food,33.13,2026-03-07,Hyderabad,Afternoon,30.5,Claimed,73,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 959,Household,Kolkata,,,,,,,2026-03,2026
DON618373,DNR506212,Cooked Meals,90.68,2026-03-07,Chennai,Afternoon,20.3,Claimed,199,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 6213,Grocery Store,Jaipur,,,,,,,2026-03,2026
DON609247,DNR506501,Fruits & Vegetables,45.64,2026-03-07,Remote,Evening,31.3,Expired,100,expired,NGO706647,Delivered,2026-07-25,2.0,89.9,2.0,89.9,24.0,Donor 6502,Bakery,Mumbai,Community NGO 6648,Ahmedabad,North,1978.0,36.0,Yes,2026-03,2026
DON609254,DNR505530,Packaged Food,24.72,2026-03-07,Pune,Evening,14.5,Wasted,54,wasted,,No Claim,,0.0,0.0,0.0,0.0,,Donor 5531,Event,Hyderabad,,,,,,,2026-03,2026
DON607924,DNR500652,Packaged Food,3.19,2026-03-07,Mumbai,Evening,19.7,Claimed,7,claimed,NGO706574,Delivered,2026-01-07,1.0,26.68,1.0,26.68,16.0,Donor 653,Household,Hyderabad,Community NGO 6575,Mumbai,South,1299.0,37.0,Yes,2026-03,2026
DON618919,DNR505446,Cooked Meals,27.23,2026-03-07,Remote,Evening,16.0,Delivered,60,delivered,NGO708327,Picked Up,2026-08-03,2.0,39.56,1.0,21.88,32.5,Donor 5447,Restaurant,Hyderabad,Community NGO 8328,Remote,Central,111.0,64.0,Yes,2026-03,2026
DON606583,DNR500893,Packaged Food,20.93,2026-03-07,Remote,Morning,39.3,Claimed,46,claimed,,No Claim,,0.0,0.0,0.0,0.0,,Donor 894,Grocery Store,Pune,,,,,,,2026-03,2026
DON603350,DNR505023,Fruits & Vegetables,33.95,2026-03-07,Hyderabad,Morning,29.0,Expired,75,expired,NGO701219,Delivered,2026-01-04,1.0,58.64,1.0,58.64,62.0,Donor 5024,Household,Jaipur,Community NGO 1220,Pune,West,202.0,47.0,Yes,2026-03,2026
DON602748,DNR504738,Packaged Food,21.09,2026-03-07,Pune,Morning,15.3,Delivered,46,delivered,NGO704032,Cancelled,2026-02-27,1.0,21.44,0.0,0.0,58.0,Donor 4739,Household,Mumbai,Community NGO 4033,Kolkata,Citywide,699.0,70.0,Yes,2026-03,2026
DON608528,DNR504175,Cooked Meals,18.71,2026-03-07,Pune,Evening,14.0,Claimed,41,claimed,NGO700249,Picked Up,2026-05-24,1.0,18.67,0.0,0.0,38.0,Donor 4176,Hotel,Ahmedabad,Community NGO 250,Pune,South,995.0,51.0,Yes,2026-03,2026
DON606866,DNR505328,Packaged Food,28.43,2026-03-07,Delhi NCR,Evening,18.2,Delivered,63,delivered,,No Claim,,0.0,0.0,0.0,0.0,,Donor 5329,Restaurant,Jaipur,,,,,,,2026-03,2026
