NGO_ID,User_ID,Organization_Name,Phone,Address,Capacity,Food_Types,Latitude,Longitude
NGO703364,USER_NGO703364,Community NGO 3365,Not Provided,Mumbai - Citywide,10520,Mixed,19.076,72.8777
NGO703365,USER_NGO703365,Community NGO 3366,Not Provided,Mumbai - Citywide,5135,Mixed,19.076,72.8777
NGO703366,USER_NGO703366,Community NGO 3367,Not Provided,Delhi NCR - South,7175,Mixed,28.6139,77.209
NGO703367,USER_NGO703367,Community NGO 3368,Not Provided,Kolkata - West,13530,Mixed,22.5726,88.3639
NGO703368,USER_NGO703368,Community NGO 3369,Not Provided,Remote - South,4055,Mixed,20.5937,78.9629
NGO700336,USER_NGO700336,Community NGO 337,Not Provided,Remote - Citywide,1095,Mixed,20.5937,78.9629
NGO703369,USER_NGO703369,Community NGO 3370,Not Provided,Delhi NCR - Central,13755,Mixed,28.6139,77.209
NGO703370,USER_NGO703370,Community NGO 3371,Not Provided,Hyderabad - West,2830,Mixed,17.385,78.4867
NGO703371,USER_NGO703371,Community NGO 3372,Not Provided,Mumbai - West,3015,Mixed,19.076,72.8777
NGO703372,USER_NGO703372,Community NGO 3373,Not Provided,Pune - Central,14380,Mixed,18.5204,73.8567
NGO703373,USER_NGO703373,Community NGO 3374,Not Provided,Jaipur - South,5770,Mixed,26.9124,75.7873
NGO703375,USER_NGO703375,Community NGO 3376,Not Provided,Mumbai - North,4375,Mixed,19.076,72.8777
NGO703376,USER_NGO703376,Community NGO 3377,Not Provided,Bengaluru - Citywide,1420,Mixed,12.9716,77.5946
NGO703378,USER_NGO703378,Community NGO 3379,Not Provided,Bengaluru - Citywide,5540,Mixed,12.9716,77.5946
NGO700337,USER_NGO700337,Community NGO 338,Not Provided,Bengaluru - West,14580,Mixed,12.9716,77.5946
NGO703380,USER_NGO703380,Community NGO 3381,Not Provided,Mumbai - Central,11430,Mixed,19.076,72.8777
NGO703381,USER_NGO703381,Community NGO 3382,Not Provided,Bengaluru - Central,10685,Mixed,12.9716,77.5946
NGO703382,USER_NGO703382,Community NGO 3383,Not Provided,Remote - Central,5565,Mixed,20.5937,78.9629
NGO703384,USER_NGO703384,Community NGO 3385,Not Provided,Kolkata - West,4700,Mixed,22.5726,88.3639
NGO703385,USER_NGO703385,Community NGO 3386,Not Provided,Pune - East,12040,Mixed,18.5204,73.8567
NGO703386,USER_NGO703386,Community NGO 3387,Not Provided,Kolkata - North,1915,Mixed,22.5726,88.3639
NGO703387,USER_NGO703387,Community NGO 3388,Not Provided,Mumbai - East,10020,Mixed,19.076,72.8777
NGO703388,USER_NGO703388,Community NGO 3389,Not Provided,Mumbai - Citywide,2450,Mixed,19.076,72.8777
NGO700338,USER_NGO700338,Community NGO 339,Not Provided,Chennai - West,3380,Mixed,13.0827,80.2707
NGO703390,USER_NGO703390,Community NGO 3391,Not Provided,Pune - West,10205,Mixed,18.5204,73.8567
NGO703391,USER_NGO703391,Community NGO 3392,Not Provided,Jaipur - Central,14155,Mixed,26.9124,75.7873
NGO703393,USER_NGO703393,Community NGO 3394,Not Provided,Pune - East,980,Mixed,18.5204,73.8567
NGO703394,USER_NGO703394,Community NGO 3395,Not Provided,Delhi NCR - Central,10650,Mixed,28.6139,77.209
NGO703395,USER_NGO703395,Community NGO 3396,Not Provided,Jaipur - West,1150,Mixed,26.9124,75.7873
NGO703396,USER_NGO703396,Community NGO 3397,Not Provided,Pune - South,5205,Mixed,18.5204,73.8567
NGO703397,USER_NGO703397,Community NGO 3398,Not Provided,Pune - Central,14495,Mixed,18.5204,73.8567
NGO703398,USER_NGO703398,Community NGO 3399,Not Provided,Delhi NCR - Citywide,13155,Mixed,28.6139,77.209
NGO703399,USER_NGO703399,Community NGO 3400,Not Provided,Kolkata - East,14685,Mixed,22.5726,88.3639
NGO703400,USER_NGO703400,Community NGO 3401,Not Provided,Jaipur - Central,10790,Mixed,26.9124,75.7873
NGO703401,USER_NGO703401,Community NGO 3402,Not Provided,Pune - South,3645,Mixed,18.5204,73.8567
NGO703402,USER_NGO703402,Community NGO 3403,Not Provided,Bengaluru - North,10210,Mixed,12.9716,77.5946
NGO703403,USER_NGO703403,Community NGO 3404,Not Provided,Hyderabad - South,2350,Mixed,17.385,78.4867
NGO703404,USER_NGO703404,Community NGO 3405,Not Provided,Hyderabad - North,3010,Mixed,17.385,78.4867
NGO703405,USER_NGO703405,Community NGO 3406,Not Provided,Delhi NCR - Central,4340,Mixed,28.6139,77.209
NGO703407,USER_NGO703407,Community NGO 3408,Not Provided,Kolkata - Central,12905,Mixed,22.5726,88.3639
NGO703408,USER_NGO703408,Community NGO 3409,Not Provided,Chennai - Citywide,10600,Mixed,13.0827,80.2707
NGO700340,USER_NGO700340,Community NGO 341,Not Provided,Kolkata - West,12060,Mixed,22.5726,88.3639
NGO703413,USER_NGO703413,Community NGO 3414,Not Provided,Pune - South,1740,Mixed,18.5204,73.8567
NGO703414,USER_NGO703414,Community NGO 3415,Not Provided,Mumbai - Central,4205,Mixed,19.076,72.8777
NGO703415,USER_NGO703415,Community NGO 3416,Not Provided,Mumbai - East,3060,Mixed,19.076,72.8777
NGO700341,USER_NGO700341,Community NGO 342,Not Provided,Chennai - Central,12090,Mixed,13.0827,80.2707
NGO703419,USER_NGO703419,Community NGO 3420,Not Provided,Kolkata - Central,13860,Mixed,22.5726,88.3639
NGO703420,USER_NGO703420,Community NGO 3421,Not Provided,Hyderabad - Central,3600,Mixed,17.385,78.4867
NGO703421,USER_NGO703421,Community NGO 3422,Not Provided,Remote - West,5025,Mixed,20.5937,78.9629
NGO703422,USER_NGO703422,Community NGO 3423,Not Provided,Remote - East,660,Mixed,20.5937,78.9629
NGO703424,USER_NGO703424,Community NGO 3425,Not Provided,Chennai - North,10430,Mixed,13.0827,80.2707
NGO703427,USER_NGO703427,Community NGO 3428,Not Provided,Hyderabad - East,480,Mixed,17.385,78.4867
NGO703428,USER_NGO703428,Community NGO 3429,Not Provided,Delhi NCR - West,9470,Mixed,28.6139,77.209
NGO700342,USER_NGO700342,Community NGO 343,Not Provided,Ahmedabad - West,14445,Mixed,23.0225,72.5714
NGO703430,USER_NGO703430,Community NGO 3431,Not Provided,Mumbai - Citywide,10815,Mixed,19.076,72.8777
NGO703431,USER_NGO703431,Community NGO 3432,Not Provided,Jaipur - Central,5425,Mixed,26.9124,75.7873
NGO703435,USER_NGO703435,Community NGO 3436,Not Provided,Jaipur - East,12270,Mixed,26.9124,75.7873
NGO703436,USER_NGO703436,Community NGO 3437,Not Provided,Pune - South,9335,Mixed,18.5204,73.8567
NGO703437,USER_NGO703437,Community NGO 3438,Not Provided,Ahmedabad - South,1120,Mixed,23.0225,72.5714
NGO703438,USER_NGO703438,Community NGO 3439,Not Provided,Pune - Citywide,400,Mixed,18.5204,73.8567
NGO700343,USER_NGO700343,Community NGO 344,Not Provided,Jaipur - North,14150,Mixed,26.9124,75.7873
NGO703439,USER_NGO703439,Community NGO 3440,Not Provided,Mumbai - North,3870,Mixed,19.076,72.8777
NGO703440,USER_NGO703440,Community NGO 3441,Not Provided,Hyderabad - West,4135,Mixed,17.385,78.4867
NGO703442,USER_NGO703442,Community NGO 3443,Not Provided,Mumbai - South,8850,Mixed,19.076,72.8777
NGO703443,USER_NGO703443,Community NGO 3444,Not Provided,Pune - East,5460,Mixed,18.5204,73.8567
NGO703444,USER_NGO703444,Community NGO 3445,Not Provided,Pune - Citywide,7075,Mixed,18.5204,73.8567
NGO703445,USER_NGO703445,Community NGO 3446,Not Provided,Mumbai - Central,4385,Mixed,19.076,72.8777
NGO703446,USER_NGO703446,Community NGO 3447,Not Provided,Bengaluru - West,9485,Mixed,12.9716,77.5946
NGO703447,USER_NGO703447,Community NGO 3448,Not Provided,Mumbai - North,2500,Mixed,19.076,72.8777
NGO703448,USER_NGO703448,Community NGO 3449,Not Provided,Pune - South,10260,Mixed,18.5204,73.8567
NGO700344,USER_NGO700344,Community NGO 345,Not Provided,Remote - North,14100,Mixed,20.5937,78.9629
NGO703449,USER_NGO703449,Community NGO 3450,Not Provided,Kolkata - Citywide,5615,Mixed,22.5726,88.3639
NGO703450,USER_NGO703450,Community NGO 3451,Not Provided,Bengaluru - North,4595,Mixed,12.9716,77.5946
NGO703451,USER_NGO703451,Community NGO 3452,Not Provided,Mumbai - North,5385,Mixed,19.076,72.8777
NGO703452,USER_NGO703452,Community NGO 3453,Not Provided,Delhi NCR - Citywide,3585,Mixed,28.6139,77.209
NGO703453,USER_NGO703453,Community NGO 3454,Not Provided,Ahmedabad - West,7095,Mixed,23.0225,72.5714
NGO703455,USER_NGO703455,Community NGO 3456,Not Provided,Bengaluru - East,14670,Mixed,12.9716,77.5946
NGO703456,USER_NGO703456,Community NGO 3457,Not Provided,Mumbai - South,8730,Mixed,19.076,72.8777
NGO703457,USER_NGO703457,Community NGO 3458,Not Provided,Ahmedabad - South,8940,Mixed,23.0225,72.5714
NGO703458,USER_NGO703458,Community NGO 3459,Not Provided,Chennai - East,9480,Mixed,13.0827,80.2707
NGO700345,USER_NGO700345,Community NGO 346,Not Provided,Delhi NCR - Central,6300,Mixed,28.6139,77.209
NGO703459,USER_NGO703459,Community NGO 3460,Not Provided,Mumbai - Citywide,6430,Mixed,19.076,72.8777
NGO703460,USER_NGO703460,Community NGO 3461,Not Provided,Jaipur - East,560,Mixed,26.9124,75.7873
NGO703461,USER_NGO703461,Community NGO 3462,Not Provided,Ahmedabad - West,7605,Mixed,23.0225,72.5714
NGO703462,USER_NGO703462,Community NGO 3463,Not Provided,Chennai - Central,13150,Mixed,13.0827,80.2707
NGO703463,USER_NGO703463,Community NGO 3464,Not Provided,Mumbai - North,10710,Mixed,19.076,72.8777
NGO703464,USER_NGO703464,Community NGO 3465,Not Provided,Kolkata - East,12700,Mixed,22.5726,88.3639
NGO703465,USER_NGO703465,Community NGO 3466,Not Provided,Jaipur - West,4325,Mixed,26.9124,75.7873
NGO703466,USER_NGO703466,Community NGO 3467,Not Provided,Delhi NCR - West,4380,Mixed,28.6139,77.209
NGO703467,USER_NGO703467,Community NGO 3468,Not Provided,Jaipur - Central,5645,Mixed,26.9124,75.7873
NGO703468,USER_NGO703468,Community NGO 3469,Not Provided,Jaipur - Central,1660,Mixed,26.9124,75.7873
NGO703469,USER_NGO703469,Community NGO 3470,Not Provided,Chennai - Citywide,6930,Mixed,13.0827,80.2707
NGO703470,USER_NGO703470,Community NGO 3471,Not Provided,Chennai - West,14345,Mixed,13.0827,80.2707
NGO703471,USER_NGO703471,Community NGO 3472,Not Provided,Remote - Central,10785,Mixed,20.5937,78.9629
NGO703472,USER_NGO703472,Community NGO 3473,Not Provided,Chennai - East,1585,Mixed,13.0827,80.2707
NGO703473,USER_NGO703473,Community NGO 3474,Not Provided,Kolkata - East,13985,Mixed,22.5726,88.3639
NGO703474,USER_NGO703474,Community NGO 3475,Not Provided,Jaipur - Citywide,14635,Mixed,26.9124,75.7873
NGO703476,USER_NGO703476,Community NGO 3477,Not Provided,Bengaluru - West,5160,Mixed,12.9716,77.5946
NGO703477,USER_NGO703477,Community NGO 3478,Not Provided,Chennai - South,6775,Mixed,13.0827,80.2707
NGO703478,USER_NGO703478,Community NGO 3479,Not Provided,Remote - South,14250,Mixed,20.5937,78.9629
NGO700347,USER_NGO700347,Community NGO 348,Not Provided,Kolkata - North,1930,Mixed,22.5726,88.3639
NGO703480,USER_NGO703480,Community NGO 3481,Not Provided,Pune - West,13350,Mixed,18.5204,73.8567
NGO703481,USER_NGO703481,Community NGO 3482,Not Provided,Hyderabad - East,14665,Mixed,17.385,78.4867
NGO703482,USER_NGO703482,Community NGO 3483,Not Provided,Remote - Citywide,5345,Mixed,20.5937,78.9629
NGO703483,USER_NGO703483,Community NGO 3484,Not Provided,Chennai - South,3495,Mixed,13.0827,80.2707
NGO703484,USER_NGO703484,Community NGO 3485,Not Provided,Pune - Central,6140,Mixed,18.5204,73.8567
NGO703485,USER_NGO703485,Community NGO 3486,Not Provided,Remote - East,2520,Mixed,20.5937,78.9629
NGO703486,USER_NGO703486,Community NGO 3487,Not Provided,Ahmedabad - Citywide,10315,Mixed,23.0225,72.5714
NGO703487,USER_NGO703487,Community NGO 3488,Not Provided,Jaipur - East,7520,Mixed,26.9124,75.7873
NGO703488,USER_NGO703488,Community NGO 3489,Not Provided,Bengaluru - East,935,Mixed,12.9716,77.5946
NGO700348,USER_NGO700348,Community NGO 349,Not Provided,Delhi NCR - Central,655,Mixed,28.6139,77.209
NGO703489,USER_NGO703489,Community NGO 3490,Not Provided,Remote - Central,14595,Mixed,20.5937,78.9629
NGO703490,USER_NGO703490,Community NGO 3491,Not Provided,Kolkata - West,7560,Mixed,22.5726,88.3639
NGO703491,USER_NGO703491,Community NGO 3492,Not Provided,Kolkata - North,8745,Mixed,22.5726,88.3639
NGO703492,USER_NGO703492,Community NGO 3493,Not Provided,Ahmedabad - North,4285,Mixed,23.0225,72.5714
NGO703493,USER_NGO703493,Community NGO 3494,Not Provided,Pune - West,11025,Mixed,18.5204,73.8567
NGO703494,USER_NGO703494,Community NGO 3495,Not Provided,Ahmedabad - South,12515,Mixed,23.0225,72.5714
NGO703496,USER_NGO703496,Community NGO 3497,Not Provided,Kolkata - Central,3700,Mixed,22.5726,88.3639
NGO703497,USER_NGO703497,Community NGO 3498,Not Provided,Pune - South,10015,Mixed,18.5204,73.8567
NGO703498,USER_NGO703498,Community NGO 3499,Not Provided,Delhi NCR - Central,7935,Mixed,28.6139,77.209
NGO700034,USER_NGO700034,Community NGO 35,Not Provided,Kolkata - South,11475,Mixed,22.5726,88.3639
NGO700349,USER_NGO700349,Community NGO 350,Not Provided,Kolkata - East,6170,Mixed,22.5726,88.3639
NGO703499,USER_NGO703499,Community NGO 3500,Not Provided,Chennai - West,5780,Mixed,13.0827,80.2707
NGO703500,USER_NGO703500,Community NGO 3501,Not Provided,Pune - West,500,Mixed,18.5204,73.8567
NGO703501,USER_NGO703501,Community NGO 3502,Not Provided,Kolkata - South,9240,Mixed,22.5726,88.3639
NGO703502,USER_NGO703502,Community NGO 3503,Not Provided,Chennai - North,1875,Mixed,13.0827,80.2707
NGO703503,USER_NGO703503,Community NGO 3504,Not Provided,Ahmedabad - East,2815,Mixed,23.0225,72.5714
NGO703504,USER_NGO703504,Community NGO 3505,Not Provided,Bengaluru - South,3615,Mixed,12.9716,77.5946
NGO703505,USER_NGO703505,Community NGO 3506,Not Provided,Chennai - South,4970,Mixed,13.0827,80.2707
NGO703506,USER_NGO703506,Community NGO 3507,Not Provided,Delhi NCR - Citywide,7745,Mixed,28.6139,77.209
NGO703507,USER_NGO703507,Community NGO 3508,Not Provided,Hyderabad - Central,5660,Mixed,17.385,78.4867
NGO700350,USER_NGO700350,Community NGO 351,Not Provided,Kolkata - Citywide,4935,Mixed,22.5726,88.3639
NGO703509,USER_NGO703509,Community NGO 3510,Not Provided,Kolkata - South,2550,Mixed,22.5726,88.3639
NGO703510,USER_NGO703510,Community NGO 3511,Not Provided,Delhi NCR - South,8950,Mixed,28.6139,77.209
NGO703512,USER_NGO703512,Community NGO 3513,Not Provided,Kolkata - Central,3230,Mixed,22.5726,88.3639
NGO703513,USER_NGO703513,Community NGO 3514,Not Provided,Ahmedabad - West,12755,Mixed,23.0225,72.5714
NGO703514,USER_NGO703514,Community NGO 3515,Not Provided,Remote - Central,9140,Mixed,20.5937,78.9629
NGO703515,USER_NGO703515,Community NGO 3516,Not Provided,Jaipur - Citywide,650,Mixed,26.9124,75.7873
NGO703517,USER_NGO703517,Community NGO 3518,Not Provided,Bengaluru - North,12805,Mixed,12.9716,77.5946
NGO703518,USER_NGO703518,Community NGO 3519,Not Provided,Mumbai - West,6530,Mixed,19.076,72.8777
NGO700351,USER_NGO700351,Community NGO 352,Not Provided,Mumbai - East,8530,Mixed,19.076,72.8777
NGO703519,USER_NGO703519,Community NGO 3520,Not Provided,Mumbai - North,3355,Mixed,19.076,72.8777
NGO703521,USER_NGO703521,Community NGO 3522,Not Provided,Ahmedabad - East,7505,Mixed,23.0225,72.5714
NGO703522,USER_NGO703522,Community NGO 3523,Not Provided,Kolkata - West,2760,Mixed,22.5726,88.3639
NGO703523,USER_NGO703523,Community NGO 3524,Not Provided,Jaipur - West,11290,Mixed,26.9124,75.7873
NGO703525,USER_NGO703525,Community NGO 3526,Not Provided,Pune - East,4575,Mixed,18.5204,73.8567
NGO703526,USER_NGO703526,Community NGO 3527,Not Provided,Kolkata - North,4160,Mixed,22.5726,88.3639
NGO703527,USER_NGO703527,Community NGO 3528,Not Provided,Hyderabad - Central,745,Mixed,17.385,78.4867
NGO703528,USER_NGO703528,Community NGO 3529,Not Provided,Jaipur - Central,845,Mixed,26.9124,75.7873
NGO700352,USER_NGO700352,Community NGO 353,Not Provided,Ahmedabad - East,4690,Mixed,23.0225,72.5714
NGO703529,USER_NGO703529,Community NGO 3530,Not Provided,Mumbai - East,13395,Mixed,19.076,72.8777
NGO703532,USER_NGO703532,Community NGO 3533,Not Provided,Bengaluru - South,7545,Mixed,12.9716,77.5946
NGO703534,USER_NGO703534,Community NGO 3535,Not Provided,Kolkata - Central,3795,Mixed,22.5726,88.3639
NGO703537,USER_NGO703537,Community NGO 3538,Not Provided,Remote - Citywide,4210,Mixed,20.5937,78.9629
NGO703538,USER_NGO703538,Community NGO 3539,Not Provided,Ahmedabad - North,3410,Mixed,23.0225,72.5714
NGO700353,USER_NGO700353,Community NGO 354,Not Provided,Bengaluru - Citywide,9795,Mixed,12.9716,77.5946
NGO703539,USER_NGO703539,Community NGO 3540,Not Provided,Pune - East,13765,Mixed,18.5204,73.8567
NGO703540,USER_NGO703540,Community NGO 3541,Not Provided,Jaipur - North,13175,Mixed,26.9124,75.7873
NGO703544,USER_NGO703544,Community NGO 3545,Not Provided,Bengaluru - South,11950,Mixed,12.9716,77.5946
NGO703545,USER_NGO703545,Community NGO 3546,Not Provided,Ahmedabad - South,14355,Mixed,23.0225,72.5714
NGO703547,USER_NGO703547,Community NGO 3548,Not Provided,Jaipur - East,12410,Mixed,26.9124,75.7873
NGO703548,USER_NGO703548,Community NGO 3549,Not Provided,Delhi NCR - North,3130,Mixed,28.6139,77.209
NGO700354,USER_NGO700354,Community NGO 355,Not Provided,Pune - West,6520,Mixed,18.5204,73.8567
NGO703549,USER_NGO703549,Community NGO 3550,Not Provided,Hyderabad - East,10985,Mixed,17.385,78.4867
NGO703550,USER_NGO703550,Community NGO 3551,Not Provided,Kolkata - North,9770,Mixed,22.5726,88.3639
NGO703551,USER_NGO703551,Community NGO 3552,Not Provided,Hyderabad - South,10155,Mixed,17.385,78.4867
NGO703557,USER_NGO703557,Community NGO 3558,Not Provided,Ahmedabad - East,2260,Mixed,23.0225,72.5714
NGO703558,USER_NGO703558,Community NGO 3559,Not Provided,Chennai - East,7625,Mixed,13.0827,80.2707
NGO703559,USER_NGO703559,Community NGO 3560,Not Provided,Bengaluru - Citywide,6930,Mixed,12.9716,77.5946
NGO703560,USER_NGO703560,Community NGO 3561,Not Provided,Jaipur - East,11665,Mixed,26.9124,75.7873
NGO703561,USER_NGO703561,Community NGO 3562,Not Provided,Ahmedabad - East,5825,Mixed,23.0225,72.5714
NGO703564,USER_NGO703564,Community NGO 3565,Not Provided,Hyderabad - Central,5525,Mixed,17.385,78.4867
NGO703565,USER_NGO703565,Community NGO 3566,Not Provided,Delhi NCR - Central,8890,Mixed,28.6139,77.209
NGO703566,USER_NGO703566,Community NGO 3567,Not Provided,Jaipur - East,14485,Mixed,26.9124,75.7873
NGO703567,USER_NGO703567,Community NGO 3568,Not Provided,Delhi NCR - North,2565,Mixed,28.6139,77.209
NGO703568,USER_NGO703568,Community NGO 3569,Not Provided,Remote - East,665,Mixed,20.5937,78.9629
NGO700356,USER_NGO700356,Community NGO 357,Not Provided,Ahmedabad - North,7520,Mixed,23.0225,72.5714
NGO703569,USER_NGO703569,Community NGO 3570,Not Provided,Chennai - Citywide,12910,Mixed,13.0827,80.2707
NGO703570,USER_NGO703570,Community NGO 3571,Not Provided,Jaipur - East,6010,Mixed,26.9124,75.7873
NGO703571,USER_NGO703571,Community NGO 3572,Not Provided,Delhi NCR - Central,12125,Mixed,28.6139,77.209
NGO703572,USER_NGO703572,Community NGO 3573,Not Provided,Chennai - West,8055,Mixed,13.0827,80.2707
NGO703573,USER_NGO703573,Community NGO 3574,Not Provided,Remote - East,3375,Mixed,20.5937,78.9629
NGO703574,USER_NGO703574,Community NGO 3575,Not Provided,Remote - North,13575,Mixed,20.5937,78.9629
NGO703575,USER_NGO703575,Community NGO 3576,Not Provided,Ahmedabad - Central,14635,Mixed,23.0225,72.5714
NGO703576,USER_NGO703576,Community NGO 3577,Not Provided,Ahmedabad - South,5575,Mixed,23.0225,72.5714
NGO703577,USER_NGO703577,Community NGO 3578,Not Provided,Kolkata - Citywide,6165,Mixed,22.5726,88.3639
NGO703578,USER_NGO703578,Community NGO 3579,Not Provided,Pune - South,1730,Mixed,18.5204,73.8567
NGO703579,USER_NGO703579,Community NGO 3580,Not Provided,Jaipur - East,2010,Mixed,26.9124,75.7873
NGO703580,USER_NGO703580,Community NGO 3581,Not Provided,Pune - East,6340,Mixed,18.5204,73.8567
NGO703581,USER_NGO703581,Community NGO 3582,Not Provided,Pune - South,12955,Mixed,18.5204,73.8567
NGO703582,USER_NGO703582,Community NGO 3583,Not Provided,Bengaluru - North,14265,Mixed,12.9716,77.5946
NGO703584,USER_NGO703584,Community NGO 3585,Not Provided,Ahmedabad - North,8745,Mixed,23.0225,72.5714
NGO703586,USER_NGO703586,Community NGO 3587,Not Provided,Mumbai - Citywide,7000,Mixed,19.076,72.8777
NGO703587,USER_NGO703587,Community NGO 3588,Not Provided,Bengaluru - South,12135,Mixed,12.9716,77.5946
NGO703588,USER_NGO703588,Community NGO 3589,Not Provided,Mumbai - East,12830,Mixed,19.076,72.8777
NGO703589,USER_NGO703589,Community NGO 3590,Not Provided,Ahmedabad - West,2200,Mixed,23.0225,72.5714
NGO703590,USER_NGO703590,Community NGO 3591,Not Provided,Chennai - Central,4870,Mixed,13.0827,80.2707
NGO703591,USER_NGO703591,Community NGO 3592,Not Provided,Chennai - West,12870,Mixed,13.0827,80.2707
NGO703592,USER_NGO703592,Community NGO 3593,Not Provided,Ahmedabad - East,355,Mixed,23.0225,72.5714
NGO703593,USER_NGO703593,Community NGO 3594,Not Provided,Remote - Central,4510,Mixed,20.5937,78.9629
NGO703595,USER_NGO703595,Community NGO 3596,Not Provided,Delhi NCR - Central,4115,Mixed,28.6139,77.209
NGO703598,USER_NGO703598,Community NGO 3599,Not Provided,Remote - West,10405,Mixed,20.5937,78.9629
NGO700359,USER_NGO700359,Community NGO 360,Not Provided,Jaipur - West,4595,Mixed,26.9124,75.7873
NGO703599,USER_NGO703599,Community NGO 3600,Not Provided,Remote - Citywide,13375,Mixed,20.5937,78.9629
NGO703600,USER_NGO703600,Community NGO 3601,Not Provided,Ahmedabad - South,9465,Mixed,23.0225,72.5714
NGO703603,USER_NGO703603,Community NGO 3604,Not Provided,Hyderabad - East,2800,Mixed,17.385,78.4867
NGO703604,USER_NGO703604,Community NGO 3605,Not Provided,Remote - North,205,Mixed,20.5937,78.9629
NGO703605,USER_NGO703605,Community NGO 3606,Not Provided,Bengaluru - North,11645,Mixed,12.9716,77.5946
NGO703607,USER_NGO703607,Community NGO 3608,Not Provided,Bengaluru - North,9685,Mixed,12.9716,77.5946
NGO703608,USER_NGO703608,Community NGO 3609,Not Provided,Delhi NCR - East,4845,Mixed,28.6139,77.209
NGO700360,USER_NGO700360,Community NGO 361,Not Provided,Pune - Citywide,3020,Mixed,18.5204,73.8567
NGO703609,USER_NGO703609,Community NGO 3610,Not Provided,Delhi NCR - South,12580,Mixed,28.6139,77.209
NGO703610,USER_NGO703610,Community NGO 3611,Not Provided,Chennai - West,10405,Mixed,13.0827,80.2707
NGO703612,USER_NGO703612,Community NGO 3613,Not Provided,Mumbai - West,7430,Mixed,19.076,72.8777
NGO703613,USER_NGO703613,Community NGO 3614,Not Provided,Ahmedabad - Citywide,7840,Mixed,23.0225,72.5714
NGO703614,USER_NGO703614,Community NGO 3615,Not Provided,Mumbai - Citywide,5900,Mixed,19.076,72.8777
NGO703615,USER_NGO703615,Community NGO 3616,Not Provided,Chennai - North,14545,Mixed,13.0827,80.2707
NGO703616,USER_NGO703616,Community NGO 3617,Not Provided,Mumbai - Central,5270,Mixed,19.076,72.8777
NGO703617,USER_NGO703617,Community NGO 3618,Not Provided,Kolkata - West,13930,Mixed,22.5726,88.3639
NGO703618,USER_NGO703618,Community NGO 3619,Not Provided,Bengaluru - Central,8665,Mixed,12.9716,77.5946
NGO700361,USER_NGO700361,Community NGO 362,Not Provided,Kolkata - South,2305,Mixed,22.5726,88.3639
NGO703619,USER_NGO703619,Community NGO 3620,Not Provided,Mumbai - Central,9655,Mixed,19.076,72.8777
NGO703620,USER_NGO703620,Community NGO 3621,Not Provided,Ahmedabad - East,3450,Mixed,23.0225,72.5714
NGO703624,USER_NGO703624,Community NGO 3625,Not Provided,Delhi NCR - South,11965,Mixed,28.6139,77.209
NGO703625,USER_NGO703625,Community NGO 3626,Not Provided,Pune - East,11675,Mixed,18.5204,73.8567
NGO703627,USER_NGO703627,Community NGO 3628,Not Provided,Delhi NCR - North,7210,Mixed,28.6139,77.209
NGO703628,USER_NGO703628,Community NGO 3629,Not Provided,Chennai - East,1060,Mixed,13.0827,80.2707
NGO700362,USER_NGO700362,Community NGO 363,Not Provided,Mumbai - South,13115,Mixed,19.076,72.8777
NGO703630,USER_NGO703630,Community NGO 3631,Not Provided,Pune - South,7330,Mixed,18.5204,73.8567
NGO703633,USER_NGO703633,Community NGO 3634,Not Provided,Mumbai - South,9680,Mixed,19.076,72.8777
NGO703634,USER_NGO703634,Community NGO 3635,Not Provided,Jaipur - Central,1730,Mixed,26.9124,75.7873
NGO703635,USER_NGO703635,Community NGO 3636,Not Provided,Hyderabad - Central,5870,Mixed,17.385,78.4867
NGO703636,USER_NGO703636,Community NGO 3637,Not Provided,Chennai - East,3850,Mixed,13.0827,80.2707
NGO703637,USER_NGO703637,Community NGO 3638,Not Provided,Jaipur - East,13100,Mixed,26.9124,75.7873
NGO703638,USER_NGO703638,Community NGO 3639,Not Provided,Chennai - South,3685,Mixed,13.0827,80.2707
NGO700363,USER_NGO700363,Community NGO 364,Not Provided,Kolkata - North,2740,Mixed,22.5726,88.3639
NGO703639,USER_NGO703639,Community NGO 3640,Not Provided,Pune - Central,3185,Mixed,18.5204,73.8567
NGO703640,USER_NGO703640,Community NGO 3641,Not Provided,Pune - South,8095,Mixed,18.5204,73.8567
NGO703641,USER_NGO703641,Community NGO 3642,Not Provided,Chennai - South,7310,Mixed,13.0827,80.2707
NGO703643,USER_NGO703643,Community NGO 3644,Not Provided,Jaipur - Citywide,6870,Mixed,26.9124,75.7873
NGO703644,USER_NGO703644,Community NGO 3645,Not Provided,Remote - North,820,Mixed,20.5937,78.9629
NGO703645,USER_NGO703645,Community NGO 3646,Not Provided,Bengaluru - North,9875,Mixed,12.9716,77.5946
NGO703646,USER_NGO703646,Community NGO 3647,Not Provided,Bengaluru - Central,10930,Mixed,12.9716,77.5946
NGO703648,USER_NGO703648,Community NGO 3649,Not Provided,Pune - East,5820,Mixed,18.5204,73.8567
NGO703649,USER_NGO703649,Community NGO 3650,Not Provided,Jaipur - Citywide,13930,Mixed,26.9124,75.7873
NGO703651,USER_NGO703651,Community NGO 3652,Not Provided,Hyderabad - Citywide,5545,Mixed,17.385,78.4867
NGO703652,USER_NGO703652,Community NGO 3653,Not Provided,Bengaluru - Central,11860,Mixed,12.9716,77.5946
NGO703653,USER_NGO703653,Community NGO 3654,Not Provided,Delhi NCR - Citywide,13360,Mixed,28.6139,77.209
